ZipCode,RepCompanyName,TduCompanyName,RepCompany,Product,kwh500,kwh1000,kwh2000,kwh500_PerMo,kwh1000_PerMo,kwh2000_PerMo,PrePaid,Fixed,RateType,Renewable,TermTypeDesc,TermValue,TermType,CancelTypeDesc,CancelType,Website,SpecialTerms,TermsURL,FactsURL,PrepaidURL,Promotion,PromotionDesc
"","","TEXAS-NEW MEXICO POWER COMPANY","StarTex Power ","Promotional Month to Month",0.1269,0.1269,0.1250,63.4500,126.9000,250.0000,False,0,"Variable","3","Value","1","1","Text","None","http://www.startexpower.com","Texans Serving Texans!  Check out our other great rates available!  www.StarTexPower.com ","https://www.startexpower.com/tos/TOS-TVD4440A.pdf","https://www.startexpower.com/efl/EFL-ETV1ND4504SA-TNMP-Variable-1-20120501.pdf","","True","First billing cycle energy rate is 7.97¢.",0
"","","CENTERPOINT ENERGY","Potentia Energy","Potentia No Credit Check 12",0.1130,0.0930,0.0930,56.5000,93.0000,186.0000,False,1,"Fixed","6","Value","12","12","Value","150.00","http://www.potentiaenergy.com/registration-select-your-plan.php?zone=CNP&term=12","Don't want to hassle with credit check? Try our newest product, Potentia No Credit Check 12! Enjoy our award-winning customer service - 2011 Better Business Bureau (BBB) Winner of Distinction. Also offering high consumption customers a credit of $9.99 each billing cycle. Please see TOS & EFL for more information.","http://www.potentiaenergy.com/plan_pdfs/new_mep/mep_12/RT030112NCC12_new.pdf","http://www.potentiaenergy.com/plan_pdfs/new_mep/mep_12/CNP_PNCC12_930_043012.pdf","","False","No Promotion",0
"","","TEXAS-NEW MEXICO POWER COMPANY","BOUNCE ENERGY","Smart Saver",0.1260,0.1020,0.0980,63.0000,102.0000,196.0000,False,0,"Variable","0","Value","1","1","Value","0.00","http://www.bounceenergy.com/texas/low-rate-electricity/msid/51","*Flexible month-to-month rate *No contract commitment & No early termination fee. *Guarantee that price won't increase more than 10% in any month and no limit to how much the price can decrease. *Rewards Program. Earn bill credits, airfare, free electricity, and more.","http://www.bounceenergy.com/terms-of-service-variable.pdf","http://www.bounceenergy.com/efls/smartsaver.pdf","","False","No Promotion",0
"","","AEP TEXAS CENTRAL COMPANY","Cirro Energy","Smart Lock 6",0.1230,0.0990,0.0950,61.5000,99.0000,190.0000,False,1,"Fixed","4","Value","6","6","Value","150.00","https://www.cirroenergy.com/Orders/default.aspx?order_path=1&offer_id=3252&tdsp_id=64&agent_id=101","Paperless eBill and Bill Alert Options ::: 24/7 Local Customer Service ::: NO FEES for VISA & MC ::: Easy Online Account Access ::: Strength and Reliability of a Fortune 200 Company.","http://www.cirroenergy.com/FileViewer.aspx?cd=inline&type=TosaFile&id=3005","http://www.cirroenergy.com/FileViewer.aspx?cd=inline&type=EflFile&id=3005","","False","No Promotion",0
"","","TEXAS-NEW MEXICO POWER COMPANY","Texpo Energy","Clear Blue Skies 100% Renewable 12 Month Plan",0.1230,0.1010,0.0980,61.5000,101.0000,196.0000,False,1,"Fixed","100","Value","12","12","Value","175.00","http://www.texpoenergy.com","No Special Terms","http://www.texpoenergy.com/Docs/texpo-tos-fixed.pdf ","http://www.texpoenergy.com/Docs/texpo-efl-fixed-12-green.pdf","","False","No Promotion",0
"","","AEP TEXAS CENTRAL COMPANY","YEP","12 Month Operation USO Support Our Troops Fixed Rate E-Plan",0.1220,0.0970,0.0920,61.0000,97.0000,184.0000,False,1,"Fixed","10","Value","12","12","Value","175.00","http://www.yeptexas.com/","YEP has partnered with the USO to enable you to support our military personnel currently serving our country, both abroad and domestically. For every six months that you are enrolled in an Operation USO Support Our Troops E-Plan, YEP will donate a care package to be assembled and delivered by the USO to active service men and women. USO Care Packages provide our troops with some comforts from home and frequently requested items, including prepaid international phone cards, disposable cameras, toiletries, sunscreen, snacks, and letters of gratitude from members of the American public for the troops commitment and service time. Your enrollment in this plan allows you to send necessities to our troops and provide a much-needed morale boost to our troops simply through your daily routine.","http://www.yeptexas.com/Docs/yep-tos-fixed.pdf","https://www.yeptexas.com/Docs/yep-efl-fixed-12-nongreen-uso.pdf","","False","No Promotion",0
"","","CENTERPOINT ENERGY","Southwest Power & Light","36 Month Spirit of Texas Fixed Rate E-Plan ",0.1280,0.1030,0.0980,64.0000,103.0000,196.0000,False,1,"Fixed","10","Value","36","36","Value","175.00","http://www.southwestpl.com/","Sign up and receive Southwest's Lone Star Guaranty!","https://www.southwestpl.com/Docs/swpl-tos-fixed.pdf","https://www.southwestpl.com/Docs/swpl-efl-fixed-36-nongreen.pdf","","False","No Promotion",0
"","","CENTERPOINT ENERGY","Stream Energy","Secure Choice - Green & Clean 18 Month Plan",0.1400,0.1100,0.1060,70.0000,110.0000,212.0000,False,1,"Fixed","100","Value","18","18","Value","250.00","http://www.streamenergy.net/","No Special Terms","http://www.streamenergy.net/stream_documents.asp","http://www.streamenergy.net/stream_documents.asp","","False","No Promotion",0
"","","CENTERPOINT ENERGY","Mission Power","Mission Savings 12",0.1219,0.1020,0.1020,60.9500,102.0000,204.0000,False,1,"Fixed","0","Value","12","12","Value","195.00","www.missionpower.com","No Special Terms","http://www.missionpower.info/web/pdf/tos/2011-08-23-DRAFT-Residential-Mission%20V%202.2.pdf","http://www.missionpower.info/app/edi/pdf/programs/20120503_FIX12_MP.pdf","","False","No Promotion",0
"","","AEP TEXAS NORTH COMPANY","YEP","24 Month Operation USO Support Our Troops Fixed Rate E-Plan ",0.1210,0.0940,0.0880,60.5000,94.0000,176.0000,False,1,"Fixed","10","Value","24","24","Value","175.00","http://www.yeptexas.com/","YEP has partnered with the USO to enable you to support our military personnel currently serving our country, both abroad and domestically. For every six months that you are enrolled in an Operation USO Support Our Troops E-Plan, YEP will donate a care package to be assembled and delivered by the USO to active service men and women. USO Care Packages provide our troops with some comforts from home and frequently requested items, including prepaid international phone cards, disposable cameras, toiletries, sunscreen, snacks, and letters of gratitude from members of the American public for the troops commitment and service time. Your enrollment in this plan allows you to send necessities to our troops and provide a much-needed morale boost to our troops simply through your daily routine.","https://www.yeptexas.com/Docs/yep-tos-fixed.pdf","https://www.yeptexas.com/Docs/yep-efl-fixed-24-nongreen-uso.pdf","","False","No Promotion",0
"","","AEP TEXAS CENTRAL COMPANY","Amigo Energy","SuperSaver 12 Month",0.1120,0.0890,0.0880,56.0000,89.0000,176.0000,False,1,"Fixed","11","Value","12","12","Value","125.00","https://www.amigoenergy.com/Residential/PlansandPrices.aspx?pc=PTCN&DUNS=007924772","Call our New Customer Hotline 1-888-995-9299. This program includes additional fees. Please refer to the facts label for additional details.","http://webs.amigoenergy.com/TOSYRAC/RES_TOS_ENG.pdf","http://webs.amigoenergy.com/EFLPDFs/ptc/AMI_Res_EFL_AEPC_SuperSaver_12.pdf","","False","No Promotion",0
"","","ONCOR ELECTRIC DELIVERY COMPANY","Cirro Energy","Smart Lock 100% Wind",0.1050,0.0880,0.0850,52.5000,88.0000,170.0000,False,1,"Fixed","100","Value","12","12","Value","150.00","https://www.cirroenergy.com/Orders/default.aspx?order_path=1&offer_id=3176&tdsp_id=2&agent_id=101","100% Renewable Texas Wind Power ::: Paperless eBill and Bill Alert Options ::: 24/7 Local Customer Service ::: NO FEES for VISA & MC ::: Easy Online Account Access ::: Strength and Reliability of a Fortune 200 Company.","http://www.cirroenergy.com/FileViewer.aspx?cd=inline&type=TosaFile&id=2955","http://www.cirroenergy.com/FileViewer.aspx?cd=inline&type=EflFile&id=2955","","False","No Promotion",0
"","","AEP TEXAS NORTH COMPANY","Southwest Power & Light","9 Months Plant-A-Tree Fixed Rate E-Plan",0.1230,0.0960,0.0900,61.5000,96.0000,180.0000,False,1,"Fixed","10","Value","9","9","Value","175.00","http://www.southwestpl.com/SiteContent.aspx?cd=CPR01"," Every kilowatt hour you use goes toward planting a tree through the Arbor Day Foundation.  Improves our forest, rivers and wildlife while meeting your energy needs.  Sign-up today and protect Texas tomorrow!  Go to www.SouthwestPowerandLight.com ","https://www.southwestpl.com/Docs/swpl-tos-fixed.pdf","https://www.southwestpl.com/Docs/swpl-efl-fixed-9-nongreen-tree.pdf","","False","No Promotion",0
"","","ONCOR ELECTRIC DELIVERY COMPANY","Southwest Power & Light","Renewable Healthy Heart Of Texas Fixed Rate E-Plan ",0.1020,0.0800,0.0770,51.0000,80.0000,154.0000,False,1,"Fixed","100","Value","12","12","Value","175.00","http://www.southwestpl.com/","Sign up and receive Southwest's Lone Star Guaranty!","http://www.southwestpl.com/Docs/swpl-tos-fixed.pdf","http://www.southwestpl.com/Docs/swpl-efl-fixed-12-green.pdf","","False","No Promotion",0
"","","AEP TEXAS NORTH COMPANY","Dynowatt","6 Month GoGreen Fixed Price Plan",0.1070,0.1070,0.1070,53.5000,107.0000,214.0000,False,1,"Fixed","100","Value","6","6","Text","$25 X remaining months","http://www.dynowatt.com/LPOptimized.aspx?affiliateID=PowerToChoose&CampaignPromo=PTC-SRG-06&s_cid=PTC-AEPTXNSRG06&utm_campaign=PTC-AEPTXNSRG06&utm_source=PTC&Green=YES","No Special Terms","https://www.dynowatt.com/Documents/Terms%20and%20Conditions/DYNOWATT_TOS_ELECTRICITY-NEW.pdf","https://www.dynowatt.com/Documents/Facts%20Labels/DPA%20EFL%20Secure%20Rate%20GoGreen%20Residential%206%20Month.pdf","","False","No Promotion",0
"","","AEP TEXAS CENTRAL COMPANY","Southwest Power & Light","6 Month Spirit of Texas Fixed Rate E-Plan",0.1180,0.0930,0.0880,59.0000,93.0000,176.0000,False,1,"Fixed","10","Value","6","6","Value","175.00","http://www.southwestpl.com/","Sign up and receive Southwest's Lone Star Guaranty!","https://www.southwestpl.com/Docs/swpl-tos-fixed.pdf","https://www.southwestpl.com/Docs/swpl-efl-fixed-6-nongreen.pdf","","False","No Promotion",0
"","","CENTERPOINT ENERGY","BOUNCE ENERGY","Organic Power Promotional",0.1650,0.1480,0.1400,82.5000,148.0000,280.0000,False,0,"Variable","100","Value","0","0","Value","0.00","http://www.bounceenergy.com/texas/green-plan/msid/51","*Low introductory rate as a welcome bonus from Bounce Energy *Call 1-866-962-6862 to sign up today! *100% Clean Energy. *Earn FREE movie tickets or companion airfare, bill credits, and FREE electricity through our Rewards Program","http://www.bounceenergy.com/terms-of-service-variable.pdf","http://www.bounceenergy.com/efls/organicpowerpromotional.pdf","","True","First billing cycle rate of 7.2¢ per kWh at 1,000 kWh. ",0
"","","AEP TEXAS NORTH COMPANY","Cirro Energy","Smart Lock 12",0.1110,0.0890,0.0840,55.5000,89.0000,168.0000,False,1,"Fixed","4","Value","12","12","Value","150.00","https://www.cirroenergy.com/Orders/default.aspx?order_path=1&offer_id=3312&tdsp_id=63&agent_id=101","Paperless eBill and Bill Alert Options ::: 24/7 Local Customer Service ::: NO FEES for VISA & MC ::: Easy Online Account Access ::: Strength and Reliability of a Fortune 200 Company.","http://www.cirroenergy.com/FileViewer.aspx?cd=inline&type=TosaFile&id=2989","http://www.cirroenergy.com/FileViewer.aspx?cd=inline&type=EflFile&id=2989","","False","No Promotion",0
"","","AEP TEXAS NORTH COMPANY","Infinite Energy","Infinite Energy Saver 24",0.1220,0.0910,0.0860,61.0000,91.0000,172.0000,False,1,"Fixed","0","Value","24","24","Value","300.00","http://www.infiniteenergy.com/enrollments","Call (877) 674-3489 to talk to a live person in the US from 7 - 6 PM CST M - F or Sign-up online!","https://www.ivegotwatts.com/library/pdfs/TOS-Terms-of-Service.pdf","https://www.ivegotwatts.com/library/pdfs/aepn/TX-24-Month-Fixed-EFL.pdf","","False","No Promotion",0
"","","TEXAS-NEW MEXICO POWER COMPANY","First Choice Power","First Choice Web Select 24",0.1040,0.0990,0.0970,52.0000,99.0000,194.0000,False,1,"Fixed","11","Value","24","24","Value","295.00","http://www.firstchoicepower.com/power-to-choose-t","No Special Terms","https://webportal.billvantage.com/fcp/Archive/fcpratedocs.aspx?doc=TOS_T207-11_RES_20110601.pdf","https://webportal.billvantage.com/fcp/Archive/fcpratedocs.aspx?doc=EFL_T20761T09_20120327.pdf","","False","No Promotion",0
"","","AEP TEXAS CENTRAL COMPANY","VETERAN ENERGY","FREEDOM MONTH TO MONTH ",0.1300,0.1200,0.1200,65.0000,120.0000,240.0000,False,0,"Variable","12","Value","0","0","Value","0.00","http://www.veteranenergy.us/","100% Veteran-Owned; ""Power To Give Back"", See Our Website For Details. Buy Electricity from Veteran Energy and support our Troops and Veterans.","https://secure.veteranenergy.us/Docs/ve_tos.pdf","https://secure.veteranenergy.us/Docs/ve_efl_m2m_freedom.pdf","","False","No Promotion",0
"","","ONCOR ELECTRIC DELIVERY COMPANY","Southwest Power & Light","3 Months Plant-A-Tree Fixed Rate E-Plan",0.1040,0.0820,0.0790,52.0000,82.0000,158.0000,False,1,"Fixed","10","Value","3","3","Value","175.00","http://www.southwestpl.com/SiteContent.aspx?cd=CPR01"," Every kilowatt hour you use goes toward planting a tree through the Arbor Day Foundation.  Improves our forest, rivers and wildlife while meeting your energy needs.  Sign-up today and protect Texas tomorrow!  Go to www.SouthwestPowerandLight.com","https://www.southwestpl.com/Docs/swpl-tos-fixed.pdf","http://www.southwestpl.com/Docs/swpl-efl-fixed-3-nongreen-tree.pdf","","False","No Promotion",0
"","","AEP TEXAS CENTRAL COMPANY","Spark Energy","Spark Online Advantage 3",0.1220,0.1020,0.1000,61.0000,102.0000,200.0000,False,1,"Fixed","0","Value","3","3","Value","150.00","https://www.sparkenergy.com","No Special Terms","http://www.sparkenergy.com/documents/pdf/0d1f7196-4a6d-46f8-ad31-d4c5a632d6ef.pdf","http://www.sparkenergy.com/documents/pdf/905dc309-c8b1-4904-a334-23ffd1ea4b0e.pdf","","False","No Promotion",0
"","","ONCOR ELECTRIC DELIVERY COMPANY","YEP","GREEN EARTH 100% RENEWABLE No Long Term Commitment E-Plan",0.1040,0.0820,0.0790,52.0000,82.0000,158.0000,False,0,"Variable","100","Value","0","0","Value","0.00","http://www.yeptexas.com","Sign up and receive YEP's Low Price Guaranty!","http://www.yeptexas.com/Docs/yep-tos-flex.pdf","https://www.yeptexas.com/Docs/yep-efl-flex-pr-green.pdf","","False","No Promotion",0
"","","SHARYLAND UTILITIES LP","StarTex Power","12 Month Texas Wind power Fixed Rate",0.1070,0.1070,0.1070,53.5000,107.0000,214.0000,False,1,"Fixed","100","Value","12","12","Value","150.00","http://www.startexpower.com/","Texans Serving Texans!  Check out our other great rates available!  www.StarTexPower.com ","https://www.startexpower.com/tos/TOS-TGD4440A.pdf","https://www.startexpower.com/efl/EFL-ESG12ND4504SA-Sharyland-FixedGreen-12-20120501.pdf","","False","No Promotion",0
"","","TEXAS-NEW MEXICO POWER COMPANY","VETERAN ENERGY","SECURE GREEN 6",0.1150,0.1050,0.1050,57.5000,105.0000,210.0000,False,1,"Fixed","100","Value","6","6","Value","100.00","http://www.veteranenergy.us/","100% Veteran-Owned; ""Power To Give Back"", See Our Website For Details. Buy Electricity from Veteran Energy and support our Troops and Veterans.","https://secure.veteranenergy.us/Docs/ve_tos.pdf","https://secure.veteranenergy.us/Docs/ve_efl_6m_secure_green.pdf","","False","No Promotion",0
"","","AEP TEXAS CENTRAL COMPANY","Potentia Energy","Potentia No Credit Check 6",0.1200,0.1000,0.1000,60.0000,100.0000,200.0000,False,1,"Fixed","6","Value","6","6","Value","150.00","http://www.potentiaenergy.com/registration-select-your-plan.php?zone=CPL","Don't want to hassle with credit check? Try our newest product, Potentia No Credit Check 6! Enjoy our award-winning customer service - 2011 Better Business Bureau (BBB) Winner of Distinction. Also offering high consumption customers a credit of $9.99 each billing cycle. Please see TOS & EFL for more information.","http://www.potentiaenergy.com/plan_pdfs/new_mep/RT010412NCC.pdf","http://www.potentiaenergy.com/plan_pdfs/new_mep/CPL_PNCC6_1000_043012.pdf","","False","No Promotion",0
"","","CENTERPOINT ENERGY","Amigo Energy","Online 24-month Program",0.1160,0.0990,0.0980,58.0000,99.0000,196.0000,False,1,"Fixed","11","Value","24","24","Value","175.00","https://www.amigoenergy.com/Residential/PlansandPrices.aspx?pc=PTC&DUNS=957877905","Online enrollment, e-billing, and auto-draft are required. Call our New Customer Hotline 1-888-995-9299.","http://webs.amigoenergy.com/TOSYRAC/RES_TOS_ENG.pdf","http://webs.amigoenergy.com/EFLPDFs/ptc/AMI_Res_EFL_CNP_Online_24.pdf","","False","No Promotion",0
"","","ONCOR ELECTRIC DELIVERY COMPANY","Ambit Energy ","Lone Star Select-1 Year Term ",0.1130,0.0890,0.0880,56.5000,89.0000,176.0000,False,1,"Fixed","5","Value","12","12","Value","199.00","http://www.myambit.com?pmc=P2C","E-plan discount eligible product. Ambit Energy's E-Plan provides additional savings on our competitive rates and makes managing your account even easier. Just enroll in our Paperless Billing and Automatic Payment programs when you sign up for new service and you're done! See Electricity Facts Label for discount information and enrollment requirements.","http://www.ambitenergy.com/mediaserver/media/get/TexasTermsOfService","http://www.ambitenergy.com/mediaserver/media/get/LSS1YTRNG12_18_283_1","","False","No Promotion",0
"","","CENTERPOINT ENERGY","Southwest Power & Light","Renewable Healthy Heart of Texas Month to Month E-Plan ",0.1140,0.0890,0.0840,57.0000,89.0000,168.0000,False,0,"Variable","100","Value","0","0","Value","0.00","http://www.southwestpl.com/","Sign up and receive Southwest's Lone Star Guaranty!","http://www.southwestpl.com/Docs/swpl-tos-flex.pdf","https://www.southwestpl.com/Docs/swpl-efl-flex-pr-green.pdf","","False","No Promotion",0
"","","AEP TEXAS CENTRAL COMPANY","StarTex Power ","Secure 6",0.1100,0.1070,0.1060,55.0000,107.0000,212.0000,False,1,"Fixed","9","Value","6","6","Value","150.00","http://www.startexpower.com","Texans Serving Texans!  Check out our other great rates available!  www.StarTexPower.com ","https://www.startexpower.com/tos/TOS-TFD4440A.pdf","https://www.startexpower.com/efl/EFL-ELF6ND4504SA-CPL-Fixed-6-20120501.pdf","","False","No Promotion",0
"","","AEP TEXAS CENTRAL COMPANY","Champion Energy Services","Savings Champ-6",0.1112,0.1081,0.1065,55.6000,108.1000,213.0000,False,1,"Fixed","12","Value","6","6","Value","150.00","http://www.championenergyservices.com/promo.asp?promo=POWERTOCHOOSE","Highest in Residential Customer Satisfaction with Retail Electric Service, Two Years in a RowChampion Energy Services received the highest numerical score among residential electric service providers in Texas in the proprietary J.D. Power and Associates 2010-2011 Texas Residential Retail Electric Service Satisfaction Studies (SM). 2011 study based on responses from 8,176 consumers measuring 19 providers and measures opinions of consumers with their electric service provider. Proprietary study results are based on experiences and perceptions of consumers surveyed between September 2010 and June 2011. Your experiences may vary. Visit jdpower.com","https://www.championenergyservices.com/ChampionEnergyServices-AEP(Central)-TOS.pdf","https://www.championenergyservices.com/SavingsChamp6.pdf","","False","No Promotion",0
"","","AEP TEXAS NORTH COMPANY","Entrust Energy","Entrust 24",0.1160,0.1060,0.1000,58.0000,106.0000,200.0000,False,1,"Fixed","11","Value","24","24","Value","300.00","http://www.entrustenergy.com/enrollments/powertochoose","Secure your electricity rate for a full 24 months with our competitive Entrust 24 plan. No rising rates, no unpredictable bills, no hidden fees, and our unwavering commitment to stellar customer service. Its time for a change. For more information, please visit www.entrustenergy.com, call us toll-free at 1.800.871.8100, or email us at customercare@entrustenergy.com.","http://www.entrustenergy.com/files/uploads/terms_of_service/email/english/Entrust_Energy_Terms_of_Service_02_06012_English1.pdf","http://www.entrustenergy.com/files/uploads/electricity_facts_label/english/TXN5F24001_Entrust24_AEPN_10_0_English_040412.pdf","","False","No Promotion",0
"","","ONCOR ELECTRIC DELIVERY COMPANY","BOUNCE ENERGY","Terrific 12",0.1060,0.0850,0.0820,53.0000,85.0000,164.0000,False,1,"Fixed","1","Value","12","12","Value","200.00","http://www.bounceenergy.com/texas/fixed-rate-electricity-12/msid/51","*Call 1-866-962-6862 to learn more! *Lock in this rate for the next 12 months. *Pay on-time and earn rewards such as bill credits, gift cards, movie tickets, and a free month of electricity.","http://www.bounceenergy.com/terms-of-service-fixed.pdf","http://www.bounceenergy.com/efls/terrific12.pdf","","False","No Promotion",0
"","","AEP TEXAS NORTH COMPANY","Epcot Electric","12 Months Fixed Sunshine",0.1230,0.0910,0.0830,61.5000,91.0000,166.0000,False,1,"Fixed","17","Value","12","12","Value","135.00","http://www.epcotelectric.com/","No Special Terms","https://www.epcotelectric.com/Docs/tos%20residential%20sunshine%2012%203.05.12.pdf","https://www.epcotelectric.com/Docs/aepn%20sunshine%20efl%20030512.pdf","","False","No Promotion",0
"","","AEP TEXAS CENTRAL COMPANY","Power House Energy","Priority Power Plan",0.1190,0.1190,0.1190,59.5000,119.0000,238.0000,True,0,"Variable","4","Value","0","0","Value","0.00","https://www.powerhousetx.com/enrollment/default.aspx","Same or Next Day Move-In!","http://www.powerhousetx.com/docs/PP-TOS-043012eg.pdf","http://www.powerhousetx.com/docs/PP-EFL-043012-AEPCPL-EG.pdf","http://www.powerhousetx.com/docs/PP-PDS-043012-AEPCPL-EG.pdf","True","DOUBLE YOUR POWER TODAY! Make your first payment to start the service and we will double your money. Larger payment = bigger credit. We will double it all! No promo code required! *A credit will be applied to accounts within 5 days from the time of enrollment. Expires 6/30/2012. Smart meter required. Subject to change. See Terms of Service and Prepaid Disclosure Statement at the time of enrollment for all the details. More info: www.powerhousetx.com or call 1-800-576-9374.",0
"","","AEP TEXAS NORTH COMPANY","Southwest Power & Light","6 Months Plant-A-Tree Fixed Rate E-Plan",0.1140,0.0870,0.0810,57.0000,87.0000,162.0000,False,1,"Fixed","10","Value","6","6","Value","175.00","http://www.southwestpl.com/SiteContent.aspx?cd=CPR01"," Every kilowatt hour you use goes toward planting a tree through the Arbor Day Foundation.  Improves our forest, rivers and wildlife while meeting your energy needs.  Sign-up today and protect Texas tomorrow!  Go to www.SouthwestPowerandLight.com ","https://www.southwestpl.com/Docs/swpl-tos-fixed.pdf","http://www.southwestpl.com/Docs/swpl-efl-fixed-6-nongreen-tree.pdf","","False","No Promotion",0
"","","ONCOR ELECTRIC DELIVERY COMPANY","TriEagle Energy","Eagle 24",0.0970,0.0920,0.0890,48.5000,92.0000,178.0000,False,1,"Fixed","4","Value","24","24","Text","$20.00 per month left in term","https://www.trieagleenergy.com/residential/default.aspx?utm_source=PowerToChoose&utm_medium=ptc&utm_term=24%2Bmonth&utm_campaign=PowerToChoose","Check out the fine print! We have NO monthly minimums, NO extra AMS meter charges, and NO gimmicks or gotchas.  Rest Easy - TriEagle will never sell your private AMS usage history to any third parties.<br />","http://www.trieagleenergy.com/docs/tos.pdf","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-ONC-24mo.pdf","","False","No Promotion",0
"","","TEXAS-NEW MEXICO POWER COMPANY","YEP","24 Month Green Earth 100% Renewable E-Plan With Fixed Term ",0.1190,0.0970,0.0940,59.5000,97.0000,188.0000,False,1,"Fixed","100","Value","24","24","Value","175.00","http://www.yeptexas.com/","Sign up and receive YEP's Low Price Guaranty!","http://www.yeptexas.com/Docs/yep-tos-fixed.pdf","http://www.yeptexas.com/Docs/yep-efl-fixed-24-green.pdf","","False","No Promotion",0
"","","TEXAS-NEW MEXICO POWER COMPANY","Southwest Power & Light","Renewable Healthy Heart Of Texas Fixed 6 Month Rate E-Plan ",0.1170,0.0950,0.0920,58.5000,95.0000,184.0000,False,1,"Fixed","100","Value","6","6","Value","175.00","http://www.southwestpl.com/","Sign up and receive Southwest's Lone Star Guaranty!","https://www.southwestpl.com/Docs/swpl-tos-fixed.pdf","https://www.southwestpl.com/Docs/swpl-efl-fixed-6-green.pdf","","False","No Promotion",0
"","","ONCOR ELECTRIC DELIVERY COMPANY","Southwest Power & Light","18 Months Plant-A-Tree Fixed Rate E-Plan",0.1100,0.0880,0.0850,55.0000,88.0000,170.0000,False,1,"Fixed","10","Value","18","18","Value","175.00","http://www.southwestpl.com/SiteContent.aspx?cd=CPR01"," Every kilowatt hour you use goes toward planting a tree through the Arbor Day Foundation.  Improves our forest, rivers and wildlife while meeting your energy needs.  Sign-up today and protect Texas tomorrow!  Go to www.SouthwestPowerandLight.com ","https://www.southwestpl.com/Docs/swpl-tos-fixed.pdf","https://www.southwestpl.com/Docs/swpl-efl-fixed-18-nongreen-tree.pdf","","False","No Promotion",0
"","","AEP TEXAS CENTRAL COMPANY","Reliant","Monthly Flex 100% Texas Wind",0.0980,0.0900,0.0860,49.0000,90.0000,172.0000,False,0,"Variable","100","Value","0","0","Value","0.00","http://www.reliant.com/en_US/Page/Shop/Public/misc_Acq_ReTargeting.jsp?txtPromocode=WM1291&s.campaign=A3P_ERCOT_2010WindPTCOffers","24/7 customer service. This offer is for new customers only who enroll through Power to Choose or by using special promo code; Promo Code Required: WM1291. See EFL for more details. ","http://www.reliant.com/files/09017518806d9b7f.pdf","http://www.reliant.com/files/0901751880abaa2b.pdf","","False","No Promotion",0
"","","AEP TEXAS CENTRAL COMPANY","VETERAN ENERGY","SECURE 6",0.1140,0.1040,0.1040,57.0000,104.0000,208.0000,False,1,"Fixed","12","Value","6","6","Value","100.00","http://www.veteranenergy.us/","100% Veteran-Owned; ""Power To Give Back"", See Our Website For Details. Buy Electricity from Veteran Energy and support our Troops and Veterans.","https://secure.veteranenergy.us/Docs/ve_tos.pdf","https://secure.veteranenergy.us/Docs/ve_efl_6m_secure.pdf","","False","No Promotion",0
"","","AEP TEXAS CENTRAL COMPANY","Tara Energy","Tara Energy Green 12",0.1100,0.0930,0.0920,55.0000,93.0000,184.0000,False,1,"Fixed","100","Value","12","12","Value","250.00","http://www.taraenergy.com/Tara06/view+plans+and+prices.aspx?DUNS=007924772&promocode=PTCGREEN","Enjoy electricity from 100% Renewable Sources.","http://www.taraenergy.com/WE/PDFRightsTerms/RES_TOS_ENG_TE.pdf","http://www.taraenergy.com/taraptcefls/TE_Res_EFL_AEPC_Green_12.pdf","","False","No Promotion",0
"","","CENTERPOINT ENERGY","Tara Energy","Tara Energy Green 24",0.1130,0.0960,0.0950,56.5000,96.0000,190.0000,False,1,"Fixed","100","Value","24","24","Value","250.00","http://www.taraenergy.com/Tara06/view+plans+and+prices.aspx?DUNS=957877905&promocode=PTCGREEN","Enjoy electricity from 100% Renewable Sources.","http://www.taraenergy.com/WE/PDFRightsTerms/RES_TOS_ENG_TE.pdf","http://www.taraenergy.com/taraptcefls/TE_Res_EFL_CNP_Green_24.pdf","","False","No Promotion",0
"","","NUECES ELECTRIC COOPERATIVE","Texas Power","Texas Power 12 Month Fixed Price Plan",0.0804,0.0604,0.0604,40.2000,60.4000,120.8000,False,1,"Fixed","10","Value","12","12","Value","150.00","http://www.texaspoweronline.com","No Special Terms","http://www.texaspoweronline.com/content/forms/TXP_TOS.pdf","http://www.texaspoweronline.com/content/forms/12MonthFixed/RES_EFL_NUE_12Fxd.pdf","","False","No Promotion",0
"","","ONCOR ELECTRIC DELIVERY COMPANY","First Choice Power","First Choice Web Advantage Green",0.1160,0.1110,0.1090,58.0000,111.0000,218.0000,False,1,"Fixed","100","Value","12","12","Value","150.00","http://www.firstchoicepower.com/power-to-choose-g","ONLY AVAILABLE ONLINE VIA POWER TO CHOOSE","https://webportal.billvantage.com/fcp/Archive/fcpratedocs.aspx?doc=TOS_T207-11_RES_20110601.pdf","https://webportal.billvantage.com/fcp/Archive/fcpratedocs.aspx?doc=EFL_T20758R04_20110615.pdf","","False","No Promotion",0
"","","CENTERPOINT ENERGY","StarTex Power ","Promotional Month to Month",0.1270,0.1230,0.1180,63.5000,123.0000,236.0000,False,0,"Variable","3","Value","1","1","Text","None","http://www.startexpower.com","Texans Serving Texans!  Check out our other great rates available!  www.StarTexPower.com ","https://www.startexpower.com/tos/TOS-TVD4440A.pdf","https://www.startexpower.com/efl/EFL-ECV1ND4497SA-CNP-Variable-1-20120424.pdf","","True","First billing cycle energy rate is 7.59¢.",0
